city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7,indoor,sky_share,road_share,ceiling_share
City of London,lime_street/north_to_south/010_n00914_W_R.jpg,n00914,lime_street,north_to_south,R,10,W,True,,lime_street,,,1,1.0308609130573587,6,6.454545454545455,1,1.4012255350283518,2,1.8371253159985554,6,5.750621375310688,1,1.2652396463471383,6,5.596090534979424,5,4.870513250587051,6,5.9513498312710915,1,1.3186767860089095,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9397,0.0322,0.0134,0.003,0.0038,0.0023,0.0056,0.0047,0.0101,0.0398,0.045,0.1224,0.2937,0.4843,0.5467,0.3316,0.0576,0.0165,0.0165,0.0165,0.0146,0.4029,0.2769,0.1308,0.0899,0.0545,0.0375,0.0074,0.018,0.0262,0.0629,0.0915,0.2196,0.3621,0.2196,0.6447,0.2372,0.0529,0.0134,0.0152,0.0172,0.0195,0.0054,0.0242,0.0845,0.1393,0.2026,0.486,0.058,0.007,0.0403,0.1408,0.2049,0.2981,0.2631,0.0457,0.0014,0.0048,0.0243,0.0401,0.1091,0.7112,0.1091,0.6061,0.2527,0.082,0.0207,0.0183,0.0126,0.0076,False,0.053725,0.154814,0.0
City of London,lime_street/north_to_south/011_n00913_W_L.jpg,n00913,lime_street,north_to_south,L,11,W,False,"user-contributed panorama, not a Street View capture",lime_street,,,2,2.223767051416579,5,5.296498277841561,4,3.513019821220365,1,1.4035486806187443,6,5.661622924477772,4,3.7172536604669566,6,5.927415626444753,5,4.990420360308836,6,5.830184108527132,2,2.060912834591626,,,,,,,,,,,,1,5,3,1,6,3,6,5,6,1,0.356,0.1906,0.2773,0.09,0.0482,0.0258,0.0122,0.0064,0.0197,0.0998,0.0998,0.3484,0.2394,0.1865,0.0211,0.0947,0.3744,0.2573,0.1561,0.0835,0.0128,0.5495,0.2291,0.1082,0.0511,0.031,0.0241,0.0069,0.0211,0.0347,0.0735,0.0944,0.2265,0.3734,0.1764,0.0302,0.1194,0.2864,0.2527,0.1737,0.1194,0.0183,0.0014,0.005,0.0252,0.047,0.1448,0.6489,0.1278,0.0044,0.0325,0.1286,0.1652,0.3497,0.2723,0.0473,0.0029,0.0129,0.0508,0.0739,0.1565,0.6192,0.0838,0.3302,0.2914,0.2003,0.0574,0.0574,0.0506,0.0128,False,0.0,0.103325,0.0
City of London,lime_street/north_to_south/011_n00913_W_R.jpg,n00913,lime_street,north_to_south,R,11,W,False,"user-contributed panorama, not a Street View capture",lime_street,,,1,1.0489915132811638,6,5.737940275650843,2,1.5766140205042947,2,2.0179437439379244,5,5.335234215885947,1,1.4104062326099054,5,4.893066186402521,5,5.088984399872652,6,5.866547020818378,1,1.2390269305162924,,,,,,,,,,,,1,7,1,2,6,1,6,5,6,1,0.9073,0.0512,0.0213,0.0042,0.0061,0.0037,0.0061,0.0101,0.0214,0.0961,0.0848,0.2305,0.2612,0.2959,0.4634,0.3609,0.0912,0.0231,0.0204,0.0231,0.018,0.2835,0.4124,0.1339,0.0812,0.0493,0.0339,0.0059,0.0259,0.0483,0.1023,0.1314,0.2455,0.3152,0.1314,0.5391,0.2886,0.073,0.0184,0.0237,0.0268,0.0304,0.0161,0.0561,0.1526,0.196,0.2221,0.3231,0.0341,0.0045,0.0292,0.1155,0.1681,0.3141,0.3141,0.0546,0.0032,0.0128,0.0445,0.0648,0.121,0.6965,0.0572,0.6721,0.2182,0.0625,0.0158,0.0139,0.0109,0.0066,False,0.029989,0.18927,0.0
City of London,lime_street/north_to_south/012_n00912_W_L.jpg,n00912,lime_street,north_to_south,L,12,W,True,,lime_street,,,1,1.0464364035087719,6,5.7953907815631265,2,1.7553488372093022,2,2.3842405913978495,6,5.638799076212472,2,1.649579390115668,6,5.901259758694109,5,5.131835323695789,6,5.994935284186832,2,1.57068426536992,,,,,,,,,,,,1,7,2,2,6,1,6,5,6,1,0.912,0.0454,0.0214,0.0048,0.007,0.0033,0.0061,0.0075,0.0205,0.081,0.0715,0.2495,0.2495,0.3204,0.3795,0.43,0.0959,0.0275,0.0214,0.0243,0.0214,0.2318,0.2976,0.1593,0.1406,0.0853,0.0753,0.0102,0.0062,0.019,0.0586,0.0966,0.2626,0.433,0.124,0.431,0.3804,0.0849,0.0243,0.0276,0.0276,0.0243,0.002,0.008,0.036,0.0673,0.1615,0.5636,0.1615,0.004,0.0296,0.1171,0.1503,0.3182,0.3182,0.0627,0.002,0.0054,0.0215,0.0354,0.0849,0.7108,0.14,0.4747,0.2879,0.136,0.0344,0.0303,0.0268,0.0099,False,0.027442,0.188635,0.0
City of London,lime_street/north_to_south/012_n00912_W_R.jpg,n00912,lime_street,north_to_south,R,12,W,True,,lime_street,,,1,1.0372466580422595,6,6.0322523792738805,1,1.4860217216411906,2,2.1480617372577173,6,5.506836945304437,1,1.3065466448445173,5,5.042562929061785,5,4.890142358313188,6,5.764961469093294,1,1.4670757841418274,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9276,0.036,0.017,0.0043,0.0055,0.0033,0.0063,0.0059,0.016,0.0633,0.0717,0.195,0.2837,0.3643,0.4972,0.3417,0.0762,0.0218,0.0218,0.0218,0.0193,0.3157,0.2786,0.169,0.1161,0.0704,0.0427,0.0074,0.008,0.0248,0.0763,0.1258,0.2664,0.3876,0.111,0.611,0.2547,0.0568,0.0144,0.0185,0.0209,0.0237,0.0203,0.0709,0.1502,0.1502,0.2185,0.3603,0.0296,0.0053,0.0392,0.137,0.1759,0.3723,0.2258,0.0445,0.0032,0.0163,0.0728,0.0935,0.1542,0.6099,0.0501,0.5133,0.3113,0.1011,0.029,0.0226,0.0155,0.0073,False,0.0,0.128642,0.0
City of London,lime_street/north_to_south/013_n00911_W_L.jpg,n00911,lime_street,north_to_south,L,13,W,True,,lime_street,,,1,1.075657894736842,5,5.267589820359281,2,1.6837102983638113,2,2.168163160595177,5,5.320388349514563,1,1.4383718708197974,5,5.4852481001341085,6,5.531393217231897,6,5.515608848459789,1,1.2923492921902335,,,,,,,,,,,,1,5,1,2,6,1,6,6,6,1,0.8664,0.0806,0.0336,0.0058,0.0066,0.0024,0.0045,0.0171,0.0319,0.143,0.1114,0.2672,0.2672,0.1621,0.4156,0.4156,0.0927,0.0234,0.0183,0.0183,0.0161,0.2364,0.3898,0.1625,0.0986,0.0598,0.0466,0.0063,0.0283,0.0528,0.1119,0.1268,0.2369,0.3446,0.0987,0.5233,0.3174,0.0802,0.0179,0.0203,0.0179,0.023,0.0046,0.0208,0.0823,0.1742,0.2237,0.4736,0.0208,0.0029,0.0149,0.0758,0.1605,0.2336,0.4364,0.0758,0.0146,0.051,0.1386,0.1386,0.157,0.4837,0.0166,0.6287,0.2621,0.0751,0.0148,0.0102,0.0054,0.0037,False,0.068675,0.221985,0.0
City of London,lime_street/north_to_south/013_n00911_W_R.jpg,n00911,lime_street,north_to_south,R,13,W,True,,lime_street,,,1,1.0148514851485149,6,6.017768301350391,1,1.3206793206793206,1,1.3405267629566695,5,5.262995764343473,1,1.1213525360050094,2,2.4440154440154442,5,4.736655272153563,5,4.899176954732511,1,1.2335696352089793,,,,,,,,,,,,1,7,1,1,6,1,2,5,6,1,0.9696,0.0138,0.0058,0.0017,0.0024,0.0017,0.0051,0.0058,0.014,0.0554,0.0628,0.2192,0.2814,0.3614,0.6006,0.2837,0.0493,0.0141,0.016,0.0181,0.0181,0.5885,0.1911,0.1023,0.0483,0.0332,0.0259,0.0108,0.0188,0.0451,0.1083,0.139,0.2597,0.3335,0.0955,0.7985,0.1225,0.031,0.0078,0.0101,0.0114,0.0188,0.2219,0.2849,0.1728,0.1048,0.0925,0.1048,0.0182,0.0115,0.0661,0.1585,0.1796,0.3803,0.1585,0.0454,0.023,0.0804,0.1701,0.1701,0.1701,0.3602,0.0261,0.6771,0.2198,0.063,0.0141,0.0109,0.0085,0.0066,False,0.0,0.095555,0.0
City of London,lime_street/north_to_south/014_n00910_S_L.jpg,n00910,lime_street,north_to_south,L,14,S,True,,lime_street,,,2,2.26283185840708,5,5.367222222222223,3,2.640808934500453,2,2.3462372251471044,6,5.7979210711768845,3,2.9004467134652203,4,3.5040540540540537,5,4.951459606245757,6,5.603538094204471,1,1.1528838556755332,,,,,,,,,,,,3,5,3,2,6,3,3,5,6,1,0.2825,0.2825,0.3201,0.0714,0.0298,0.0097,0.004,0.0173,0.0322,0.1125,0.1125,0.27,0.27,0.1855,0.1565,0.2924,0.3313,0.0949,0.0652,0.0508,0.0088,0.2219,0.3229,0.1729,0.1188,0.0817,0.0721,0.0098,0.0339,0.0339,0.0718,0.0718,0.221,0.2838,0.2838,0.0792,0.2766,0.3134,0.1018,0.1018,0.0898,0.0374,0.1017,0.1677,0.2154,0.148,0.148,0.19,0.0291,0.0079,0.0452,0.1392,0.1787,0.2946,0.26,0.0745,0.0139,0.0429,0.1165,0.1165,0.1695,0.4607,0.0801,0.7594,0.1495,0.0485,0.0123,0.0123,0.0096,0.0084,False,0.046864,0.190308,0.0
City of London,lime_street/north_to_south/014_n00910_S_R.jpg,n00910,lime_street,north_to_south,R,14,S,True,,lime_street,,,1,1.0572147651006711,7,6.5460891183782755,2,1.9905411877394639,2,2.022064186725018,6,5.626456876456876,2,1.8514117975957507,6,5.689404934687953,5,5.201189159292035,6,5.8372785703088255,2,2.097974152986378,,,,,,,,,,,,1,7,2,1,6,1,6,5,6,1,0.894,0.0572,0.027,0.0053,0.0068,0.0037,0.006,0.0024,0.0066,0.0334,0.0379,0.1498,0.247,0.5229,0.287,0.4176,0.1536,0.0565,0.0302,0.0388,0.0162,0.3521,0.2742,0.1663,0.089,0.0612,0.0477,0.0094,0.0048,0.0166,0.0581,0.1085,0.2602,0.429,0.1229,0.3577,0.3577,0.1161,0.0377,0.0427,0.0549,0.0333,0.0037,0.0166,0.0658,0.1085,0.2028,0.5512,0.0513,0.0031,0.0204,0.0914,0.133,0.3616,0.3191,0.0712,0.002,0.0091,0.0462,0.0672,0.1613,0.6379,0.0762,0.3245,0.2863,0.223,0.0639,0.0498,0.0439,0.0086,False,0.025637,0.071052,0.0
City of London,lime_street/north_to_south/015_n00909_S_L.jpg,n00909,lime_street,north_to_south,L,15,S,True,,lime_street,,,3,2.945784927018171,7,6.828604088219473,3,3.0630890848282153,3,3.3227299016772704,6,5.844629035303002,3,3.1163918525703203,5,4.6305137519460295,5,4.958467388125182,6,5.811824539097266,2,2.1155615178229206,,,,,,,,,,,,3,7,3,2,6,3,6,5,6,1,0.0849,0.2615,0.3357,0.1797,0.0849,0.0454,0.0079,0.0014,0.0027,0.012,0.0154,0.0784,0.1464,0.7436,0.0832,0.226,0.3289,0.1371,0.1068,0.1068,0.0113,0.1526,0.196,0.1729,0.1729,0.1526,0.1347,0.0182,0.0022,0.0059,0.0264,0.0633,0.2208,0.5297,0.1518,0.0609,0.2408,0.3093,0.1461,0.1138,0.1138,0.0154,0.043,0.1169,0.1501,0.1501,0.1927,0.3177,0.0296,0.0071,0.0524,0.1258,0.1615,0.3419,0.235,0.0763,0.0032,0.0161,0.0564,0.082,0.1967,0.4719,0.1736,0.335,0.2609,0.2032,0.0747,0.066,0.0514,0.0089,False,0.038822,0.08185,0.0
City of London,lime_street/north_to_south/015_n00909_S_R.jpg,n00909,lime_street,north_to_south,R,15,S,True,,lime_street,,,1,1.0365709368613532,7,6.663116403891312,1,1.4963651050080777,3,3.1373681567051737,5,5.188721288995543,1,1.3719512195121952,6,5.7819548872180455,5,5.487285223367698,6,6.008741830065359,1,1.3838428723782439,,,,,,,,,,,,1,7,1,2,6,1,6,6,6,1,0.9297,0.0408,0.015,0.003,0.0043,0.0023,0.0049,0.0022,0.0052,0.0262,0.0336,0.1174,0.2193,0.5962,0.4952,0.3856,0.0591,0.015,0.0132,0.015,0.0169,0.1369,0.2257,0.1991,0.1757,0.1208,0.1208,0.021,0.01,0.0307,0.1073,0.1561,0.2917,0.3305,0.0737,0.5658,0.3029,0.0596,0.0133,0.0171,0.0194,0.0219,0.0034,0.0135,0.0603,0.0994,0.1639,0.5719,0.0877,0.0029,0.0164,0.0736,0.1213,0.291,0.3736,0.1213,0.0013,0.0047,0.0237,0.0391,0.1205,0.612,0.1987,0.5626,0.3011,0.0863,0.0192,0.015,0.0103,0.0055,False,0.116866,0.227824,0.0
City of London,lime_street/south_to_north/001_n00909_N_L.jpg,n00909,lime_street,south_to_north,L,1,N,True,,lime_street,,,1,1.08990967435227,6,6.274443695212407,2,1.9234254644313549,3,2.839125560538117,6,5.706133453156594,2,1.6687566702241194,6,5.621715076071923,5,5.32183908045977,6,6.096915527514897,2,1.5560891938250427,,,,,,,,,,,,1,7,2,2,6,1,6,6,6,1,0.8414,0.0783,0.0419,0.0093,0.0136,0.0073,0.0082,0.0033,0.0079,0.0354,0.0455,0.1799,0.2966,0.4315,0.3034,0.4414,0.1265,0.0411,0.0362,0.032,0.0194,0.2021,0.2291,0.1784,0.1574,0.1082,0.1082,0.0166,0.0044,0.0119,0.0469,0.0773,0.27,0.4451,0.1445,0.4248,0.3748,0.0836,0.0272,0.0308,0.0349,0.024,0.0044,0.0196,0.0776,0.128,0.211,0.5061,0.0533,0.0038,0.0221,0.0988,0.1269,0.3045,0.345,0.0988,0.001,0.003,0.0152,0.0284,0.1123,0.5706,0.2695,0.4806,0.2915,0.1377,0.0348,0.0307,0.0186,0.006,False,0.044384,0.364946,0.0
City of London,lime_street/south_to_north/001_n00909_N_R.jpg,n00909,lime_street,south_to_north,R,1,N,True,,lime_street,,,1,1.0658972026381623,6,6.280195048762191,2,1.7838394793926247,3,2.8025812619502872,5,5.3531816565943835,2,1.7002191180498494,6,5.950298953662182,6,5.554554193703437,6,6.072906717605858,2,2.073651452282158,,,,,,,,,,,,1,7,2,2,6,1,6,6,6,1,0.8794,0.0637,0.0301,0.0059,0.0086,0.0046,0.0076,0.0038,0.0081,0.0463,0.0525,0.1832,0.2666,0.4395,0.3591,0.461,0.0908,0.023,0.023,0.023,0.0203,0.1629,0.2686,0.2092,0.1629,0.0988,0.0872,0.0104,0.0124,0.0296,0.0913,0.1329,0.2813,0.3612,0.0913,0.4137,0.3651,0.0923,0.0264,0.034,0.0385,0.03,0.001,0.0035,0.0202,0.0428,0.1317,0.669,0.1317,0.0028,0.0161,0.0723,0.1351,0.2524,0.4161,0.1052,0.0012,0.0042,0.019,0.0313,0.085,0.6282,0.2311,0.3277,0.2892,0.1987,0.0645,0.0569,0.0502,0.0127,False,0.096957,0.285091,0.0
City of London,lime_street/south_to_north/002_n00910_N_L.jpg,n00910,lime_street,south_to_north,L,2,N,True,,lime_street,,,1,1.0213054830287205,6,5.633576400397746,1,1.3340382338013872,2,1.927791771620487,5,5.3708719851577,1,1.1521596429040306,3,3.4110819097678498,5,4.733755274261604,4,4.251014198782962,1,1.263780132043605,,,,,,,,,,,,1,6,1,1,6,1,3,5,6,1,0.9575,0.0225,0.0094,0.0018,0.0027,0.0016,0.0044,0.0071,0.017,0.0864,0.0864,0.2663,0.3017,0.235,0.5911,0.2792,0.0623,0.0178,0.0178,0.0178,0.0139,0.3928,0.2382,0.1637,0.0876,0.0602,0.0469,0.0105,0.0134,0.0322,0.0991,0.1273,0.2695,0.3461,0.1124,0.7617,0.17,0.0335,0.0066,0.0075,0.0085,0.0123,0.084,0.2015,0.2283,0.1778,0.1385,0.1569,0.0129,0.0084,0.0545,0.1679,0.1903,0.3555,0.1903,0.0331,0.0388,0.1055,0.1972,0.1972,0.1536,0.2869,0.0208,0.6513,0.2396,0.0686,0.0153,0.0119,0.0082,0.005,False,0.002861,0.192822,0.0
City of London,lime_street/south_to_north/002_n00910_N_R.jpg,n00910,lime_street,south_to_north,R,2,N,True,,lime_street,,,1,1.0673329525985151,5,5.284473775616534,1,1.3623251748251746,2,1.7427752864972597,5,4.610129564193168,2,1.8246806757313556,3,2.919525888958203,5,5.0308690523004325,5,5.448854961832061,1,1.1091320847104909,,,,,,,,,,,,1,5,1,1,6,1,2,5,6,1,0.8755,0.056,0.03,0.0067,0.011,0.0067,0.0142,0.0184,0.039,0.12,0.1059,0.2879,0.2541,0.1746,0.572,0.3062,0.0414,0.0135,0.0196,0.0222,0.0251,0.4014,0.4014,0.115,0.0479,0.0226,0.0094,0.0021,0.1924,0.1167,0.1322,0.0802,0.1698,0.218,0.0909,0.4001,0.2427,0.1146,0.0422,0.0695,0.0614,0.0695,0.1816,0.2332,0.1603,0.1102,0.0972,0.1816,0.0358,0.0127,0.0501,0.1543,0.1543,0.2543,0.2543,0.1201,0.0701,0.0901,0.1485,0.102,0.131,0.3562,0.102,0.8169,0.1253,0.0317,0.008,0.0062,0.0049,0.0071,False,0.029364,0.076285,0.0
City of London,lime_street/south_to_north/003_n00911_E_L.jpg,n00911,lime_street,south_to_north,L,3,E,True,,lime_street,,,1,1.0406094122749945,6,5.761651676206051,1,1.405300938707896,2,2.070251030348445,5,5.312602291325695,1,1.409896602658789,5,4.930802498798655,5,4.959052354489617,6,5.655609932934566,1,1.3740323715693175,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9222,0.0405,0.0191,0.0043,0.0055,0.0029,0.0055,0.0107,0.0228,0.102,0.09,0.2159,0.2446,0.3141,0.5433,0.3295,0.0573,0.0186,0.0164,0.0186,0.0164,0.3427,0.2669,0.1619,0.0982,0.0675,0.0526,0.0103,0.0177,0.0425,0.1019,0.1482,0.2444,0.3555,0.0899,0.5416,0.3285,0.0571,0.0144,0.0164,0.021,0.021,0.0133,0.0526,0.143,0.2081,0.2081,0.343,0.0319,0.0049,0.0318,0.1258,0.183,0.3419,0.2663,0.0463,0.0061,0.0275,0.0959,0.1086,0.1791,0.5517,0.0311,0.5684,0.3042,0.0769,0.0172,0.0151,0.0118,0.0063,False,0.015992,0.233349,0.0
City of London,lime_street/south_to_north/003_n00911_E_R.jpg,n00911,lime_street,south_to_north,R,3,E,True,,lime_street,,,1,1.0429457870672763,6,5.630229928382962,2,1.554676847559313,1,1.4923878205128207,6,5.871550426492725,1,1.4717749950308092,5,5.272310756972112,5,5.015430497925311,6,5.804386246786632,1,1.4398553483060526,,,,,,,,,,,,1,6,1,1,6,1,6,5,6,1,0.9186,0.0457,0.0191,0.0038,0.0048,0.0026,0.0055,0.008,0.0192,0.0976,0.1106,0.2341,0.2653,0.2653,0.4708,0.3667,0.0818,0.0234,0.0207,0.0183,0.0183,0.4992,0.2081,0.143,0.0676,0.041,0.0319,0.0091,0.0155,0.0255,0.0611,0.0693,0.1883,0.3986,0.2418,0.5031,0.3051,0.0874,0.0221,0.025,0.025,0.0322,0.0052,0.0265,0.1046,0.1725,0.251,0.4138,0.0265,0.0043,0.0279,0.1105,0.1607,0.3856,0.265,0.046,0.0029,0.0114,0.0451,0.0743,0.1783,0.6224,0.0656,0.5254,0.2482,0.1172,0.0336,0.0336,0.0296,0.0124,False,0.0,0.071663,0.0
City of London,lime_street/south_to_north/004_n00912_E_L.jpg,n00912,lime_street,south_to_north,L,4,E,True,,lime_street,,,1,1.034656652360515,6,6.214985994397759,1,1.4890798786653185,2,2.286937222574508,5,5.232961992136303,1,1.4188457228240567,5,5.113875262789068,5,5.2707575256367845,6,5.890980672870437,1,1.3652605891580967,,,,,,,,,,,,1,7,1,2,6,1,6,6,6,1,0.932,0.0319,0.0171,0.0038,0.0055,0.0034,0.0063,0.0059,0.0125,0.0637,0.0637,0.1529,0.2856,0.4156,0.4945,0.3399,0.0758,0.0217,0.0217,0.0246,0.0217,0.2456,0.3154,0.1688,0.116,0.0797,0.0621,0.0122,0.0092,0.0284,0.0991,0.1442,0.3052,0.3458,0.0681,0.5354,0.3247,0.0639,0.0162,0.0183,0.0208,0.0208,0.0052,0.0301,0.119,0.1731,0.2854,0.3665,0.0207,0.003,0.0171,0.0866,0.1618,0.3023,0.3426,0.0866,0.002,0.0078,0.0394,0.0573,0.1214,0.6985,0.0736,0.5737,0.271,0.088,0.0252,0.0196,0.0153,0.0072,False,0.027826,0.193772,0.0
City of London,lime_street/south_to_north/004_n00912_E_R.jpg,n00912,lime_street,south_to_north,R,4,E,True,,lime_street,,,1,1.0223443223443223,6,5.5769363166953525,2,1.5138303477344572,2,2.02219112355058,6,5.849630238290879,1,1.418903803131991,6,5.652473274143866,5,4.983633633633634,5,5.256572982774252,1,1.3366655371060658,,,,,,,,,,,,1,6,1,1,6,1,6,5,6,1,0.9555,0.0225,0.0094,0.0024,0.0034,0.0018,0.005,0.0113,0.027,0.0943,0.0943,0.2564,0.2905,0.2262,0.4874,0.3796,0.066,0.0189,0.0167,0.0167,0.0147,0.3639,0.2501,0.1517,0.1043,0.0632,0.0558,0.011,0.0233,0.03,0.0634,0.0719,0.1954,0.3651,0.2509,0.5364,0.3253,0.0641,0.0143,0.0184,0.0208,0.0208,0.0023,0.0101,0.0513,0.1232,0.2301,0.5519,0.0311,0.0061,0.0351,0.1225,0.1783,0.333,0.2594,0.0656,0.0086,0.0434,0.1338,0.1516,0.2206,0.4121,0.0299,0.5902,0.2171,0.1026,0.0259,0.0259,0.0259,0.0123,False,0.016802,0.119254,0.0
City of London,lime_street/south_to_north/005_n00913_E_L.jpg,n00913,lime_street,south_to_north,L,5,E,False,"user-contributed panorama, not a Street View capture",lime_street,,,1,1.0461369863013699,6,6.389755405884438,2,1.8112170087976538,2,2.2812387468491178,6,5.777222777222777,1,1.4740351586179026,6,5.535016465422612,5,5.164265129682997,6,5.906531723082157,2,1.6068512602058929,,,,,,,,,,,,1,7,2,1,6,1,6,6,6,1,0.9125,0.0454,0.0215,0.0042,0.0061,0.0033,0.007,0.0075,0.014,0.049,0.049,0.1332,0.2821,0.4651,0.3611,0.4092,0.1172,0.0336,0.0296,0.0262,0.0231,0.2777,0.2777,0.1684,0.1312,0.0796,0.0547,0.0108,0.0359,0.0406,0.0759,0.0759,0.2064,0.3003,0.265,0.4949,0.2338,0.0974,0.0358,0.046,0.046,0.046,0.0121,0.0424,0.1152,0.1305,0.1899,0.4555,0.0544,0.0045,0.0293,0.1157,0.1684,0.2776,0.3145,0.0901,0.0051,0.0178,0.0547,0.0702,0.1158,0.5879,0.1486,0.4644,0.2817,0.1331,0.0381,0.0381,0.0336,0.0109,False,0.039027,0.151579,0.0
City of London,lime_street/south_to_north/005_n00913_E_R.jpg,n00913,lime_street,south_to_north,R,5,E,False,"user-contributed panorama, not a Street View capture",lime_street,,,1,1.0705348943985307,7,6.55879577198943,1,1.4752950590118026,2,2.281150159744409,6,5.769397721106891,1,1.4944954128440366,5,5.2276473011948905,5,5.328533026113671,6,5.905573864450495,1,1.2639808966260975,,,,,,,,,,,,1,7,1,2,6,1,6,6,6,1,0.8712,0.0631,0.0338,0.0075,0.011,0.0059,0.0075,0.0028,0.0059,0.0339,0.0435,0.1339,0.2503,0.5298,0.4999,0.3032,0.0869,0.0282,0.0249,0.032,0.0249,0.201,0.3756,0.1566,0.1076,0.074,0.074,0.0113,0.0143,0.0236,0.0641,0.0823,0.2236,0.3686,0.2236,0.4905,0.2975,0.0852,0.0244,0.0314,0.0355,0.0355,0.0094,0.0372,0.1147,0.1668,0.2427,0.4002,0.029,0.0037,0.0189,0.0845,0.179,0.2604,0.3789,0.0746,0.0037,0.0128,0.0506,0.0573,0.0945,0.6979,0.0834,0.6491,0.2107,0.0775,0.0196,0.0196,0.0153,0.0082,False,0.050769,0.221233,0.0
City of London,lime_street/south_to_north/006_n00914_E_L.jpg,n00914,lime_street,south_to_north,L,6,E,True,,lime_street,,,1,1.0374043332974021,6,6.47413465195892,1,1.2722344437460715,2,2.1547402833272793,6,6.037268634317159,1,1.1865029823831321,6,5.63715651135006,5,4.8587988826815645,6,5.697207519620369,1,1.2990646669891952,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9277,0.036,0.017,0.0038,0.0055,0.003,0.0071,0.0042,0.009,0.0403,0.0518,0.1407,0.2629,0.4911,0.6364,0.2341,0.0522,0.017,0.0192,0.0218,0.0192,0.312,0.2753,0.1474,0.1013,0.0789,0.0696,0.0155,0.0073,0.0121,0.0328,0.0478,0.1889,0.3998,0.3114,0.7209,0.1823,0.0407,0.0103,0.0117,0.015,0.0192,0.006,0.0236,0.0824,0.1359,0.1977,0.4185,0.1359,0.0095,0.0485,0.1492,0.1691,0.358,0.2172,0.0485,0.0047,0.0187,0.0741,0.0952,0.2015,0.5479,0.0577,0.6201,0.2281,0.0839,0.0212,0.0212,0.0165,0.0088,False,0.0,0.12649,0.0
City of London,lime_street/south_to_north/006_n00914_E_R.jpg,n00914,lime_street,south_to_north,R,6,E,True,,lime_street,,,2,1.6279837480954804,6,5.83484073928431,3,2.586686838124055,2,1.7421497584541061,6,5.6939913276894485,2,2.4864776800260673,6,5.645796064400716,5,4.901161103047896,6,5.959138290479499,3,3.0016278487352865,,,,,,,,,,,,1,7,3,1,6,2,6,5,6,3,0.4725,0.1969,0.2232,0.0639,0.0302,0.0087,0.0046,0.0087,0.0209,0.0826,0.0826,0.2244,0.2543,0.3265,0.1769,0.2917,0.3305,0.1073,0.0574,0.0307,0.0053,0.45,0.1656,0.1461,0.0886,0.069,0.0609,0.0198,0.0033,0.0101,0.0398,0.0954,0.2592,0.4843,0.1081,0.1861,0.3069,0.239,0.0996,0.0776,0.0685,0.0222,0.0044,0.0195,0.0681,0.1272,0.2097,0.5031,0.0681,0.0081,0.0466,0.1267,0.1844,0.3445,0.2368,0.0528,0.0011,0.0038,0.0192,0.0358,0.1103,0.7195,0.1103,0.1296,0.1664,0.3993,0.1296,0.0891,0.0786,0.0073,False,0.0,0.277461,0.0
