city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
"Murray Hill, Manhattan",Park_Ave_East/south_to_north/025_n00138_N.jpg,n00138,Park_Ave_East,south_to_north,W,25,N,True,,Park Avenue,avenue_canyon,f4,1,1.2237556893260901,7,6.8516783762685405,2,2.4496383605679077,4,4.297649463464486,6,5.534925956971221,2,2.3867789322823363,6,5.665855557718513,6,6.345851629304368,6,6.039850327408793,2,1.6159342622365132,,,,126.650496,42.96123225907783,2.9480182327227915,2.9480182327227915,measured,0.8855941575484031,0.9317003598349568,0.0318647677108131,1,7,2,5,6,2,6,6,6,1,0.6811,0.152,0.0814,0.0233,0.0299,0.0182,0.0141,0.0036,0.0046,0.016,0.0181,0.0557,0.1336,0.7686,0.1373,0.3733,0.2565,0.0944,0.0649,0.0572,0.0164,0.0495,0.1047,0.1727,0.1957,0.2217,0.2217,0.034,0.0108,0.0294,0.0905,0.1162,0.246,0.3579,0.1492,0.2173,0.2791,0.1693,0.0706,0.0906,0.1027,0.0706,0.0039,0.0199,0.0893,0.1146,0.189,0.5137,0.0695,0.0012,0.0037,0.019,0.0355,0.0752,0.4327,0.4327,0.0032,0.0111,0.0439,0.0497,0.1052,0.5345,0.2525,0.4614,0.2799,0.1322,0.0429,0.0379,0.0334,0.0123
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/025_n00176_N.jpg,n00176,Park_Ave_Tunnel_Segment,south_to_north,W,25,N,True,,Park Avenue,avenue_canyon,f8,5,5.118273140397034,5,4.9345566742448845,6,5.7509561891516,4,3.589368616527391,6,5.666783380018674,6,5.633308531746032,5,4.582638061183949,6,5.7675291329251435,6,5.768358323721646,3,2.684113712374582,,,,38.325552,42.39835319720633,0.9039396370358392,0.9039396370358392,measured,17.830910729012235,0.8187905065555554,0.0672323047309495,5,5,6,3,6,6,4,6,6,3,0.0009,0.0046,0.0389,0.1975,0.4181,0.3256,0.0143,0.0286,0.0417,0.1648,0.1454,0.3079,0.2116,0.1,0.001,0.005,0.0325,0.0779,0.2398,0.5752,0.0687,0.0699,0.1901,0.2154,0.2154,0.1678,0.1307,0.0107,0.0078,0.0213,0.0657,0.1083,0.2293,0.4284,0.1391,0.0045,0.0227,0.09,0.1155,0.2158,0.4032,0.1483,0.0098,0.0496,0.173,0.2517,0.2517,0.2517,0.0125,0.0023,0.0105,0.0605,0.128,0.1644,0.5063,0.128,0.0065,0.0259,0.0798,0.1024,0.149,0.5202,0.1161,0.2055,0.2329,0.299,0.0971,0.0857,0.0667,0.0131
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/025_n00233_N.jpg,n00233,Park_Ave_West,south_to_north,W,25,N,True,,Park Avenue,avenue_canyon,f10,2,1.5068669527896996,7,6.74023199023199,3,2.7256904487917146,3,3.420711974110033,5,5.416765519968367,2,2.3383036405886912,6,5.525270758122743,6,6.179876706296786,6,5.912029384756657,2,1.9898193760262726,,,,145.173192,42.11018702444189,3.4474601576986004,3.4474601576986004,measured,1.666739443456012,0.8892249693585603,0.0541290510207968,1,7,3,3,6,1,6,6,6,1,0.4933,0.233,0.1602,0.0459,0.0405,0.0169,0.0102,0.0044,0.0064,0.0288,0.0288,0.0887,0.1877,0.6552,0.1449,0.2707,0.3476,0.1279,0.0604,0.0366,0.0119,0.1022,0.1909,0.2163,0.1909,0.1684,0.1158,0.0157,0.0111,0.0342,0.093,0.1354,0.2529,0.368,0.1054,0.2582,0.2582,0.2011,0.074,0.0838,0.074,0.0508,0.0046,0.0234,0.1051,0.1349,0.2224,0.4709,0.0387,0.0016,0.0057,0.029,0.0543,0.1014,0.4542,0.3538,0.006,0.0211,0.065,0.065,0.1215,0.5445,0.1768,0.345,0.3045,0.1847,0.06,0.0529,0.0412,0.0118
"Murray Hill, Manhattan",Park_Ave_East/south_to_north/026_n00139_N.jpg,n00139,Park_Ave_East,south_to_north,W,26,N,True,,Park Avenue,avenue_canyon,f4,2,2.426252319109462,7,6.867777496198682,4,3.9792153199439517,4,3.630202474690664,6,5.617536436295252,4,4.324191279887483,6,5.686807196074868,6,6.07456531431119,6,5.829707112970711,2,2.341866945315221,,,,145.173192,,,2.5231620869022806,radius_mean,1.1929905072650784,0.8881758750569347,0.0563968400498374,2,7,3,3,6,3,6,6,6,2,0.1962,0.3234,0.2854,0.0927,0.0637,0.0301,0.0086,0.0022,0.0032,0.0128,0.0145,0.0572,0.121,0.7892,0.0256,0.0892,0.2749,0.2141,0.2141,0.1667,0.0155,0.1078,0.1569,0.2015,0.1778,0.1569,0.1778,0.0212,0.0054,0.0165,0.0652,0.1076,0.258,0.4254,0.1219,0.0672,0.1422,0.2069,0.1422,0.1826,0.1826,0.0761,0.0025,0.0129,0.058,0.0956,0.2294,0.5503,0.0512,0.0016,0.0073,0.0368,0.0688,0.1285,0.4486,0.3083,0.0077,0.027,0.0733,0.0831,0.1552,0.478,0.1758,0.2534,0.2871,0.2534,0.0823,0.0641,0.0499,0.0098
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/026_n00177_N.jpg,n00177,Park_Ave_Tunnel_Segment,south_to_north,W,26,N,True,,Park Avenue,avenue_canyon,f6,1,1.1485051140833988,5,5.440837495197849,2,2.2246439988375473,4,3.5431034482758617,6,5.883704337899544,2,2.0242498255408234,4,3.7134363852556485,5,5.068697198755002,5,5.4435284418796375,2,1.5053856096510125,,,,19.274028,12.176557759964016,1.5828798565200548,1.5828798565200548,measured,1.4939170849737722,0.863745770084756,0.0694582065681149,1,6,2,3,6,1,3,6,6,1,0.7626,0.1169,0.0626,0.0158,0.0203,0.0109,0.0109,0.0214,0.0274,0.1085,0.1085,0.2603,0.295,0.1789,0.2365,0.3441,0.2087,0.0768,0.0528,0.0528,0.0282,0.087,0.1842,0.2088,0.2088,0.1626,0.1266,0.022,0.0224,0.0288,0.069,0.069,0.1876,0.3504,0.2729,0.3248,0.2866,0.1534,0.0498,0.0564,0.0725,0.0564,0.0619,0.1485,0.2448,0.1682,0.1682,0.1906,0.0177,0.0053,0.0345,0.1364,0.1985,0.2249,0.3273,0.073,0.0505,0.0833,0.1557,0.1213,0.1213,0.3735,0.0944,0.4913,0.2321,0.1408,0.0403,0.0403,0.0403,0.0148
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/026_n00234_N.jpg,n00234,Park_Ave_West,south_to_north,W,26,N,True,,Park Avenue,avenue_canyon,f10,2,1.8751726042529686,7,6.876936531734133,3,2.5631836499712146,4,3.7637921799678624,6,5.504841402337228,2,2.248240923163524,6,5.57626582278481,6,6.1509263443289655,6,5.768268759195684,1,1.2623114804555247,,,,145.173192,,,3.244011287258626,radius_mean,0.1452583124168633,0.911500111440258,0.0436853146706237,1,7,2,3,6,2,6,6,6,1,0.3621,0.3621,0.1938,0.0432,0.0262,0.0085,0.004,0.0025,0.0033,0.0129,0.0129,0.0452,0.1227,0.8004,0.1278,0.3474,0.3474,0.0995,0.047,0.0252,0.0056,0.0882,0.1647,0.1867,0.1867,0.1867,0.1647,0.0223,0.0405,0.052,0.1102,0.1102,0.2059,0.2995,0.1817,0.2155,0.3553,0.1902,0.07,0.07,0.0617,0.0374,0.0111,0.0441,0.1199,0.1199,0.1744,0.474,0.0566,0.0016,0.0072,0.0321,0.0599,0.1119,0.4426,0.3447,0.0179,0.043,0.1031,0.1031,0.1324,0.4078,0.1926,0.6498,0.211,0.0685,0.0196,0.0222,0.0196,0.0093
"Murray Hill, Manhattan",Park_Ave_East/south_to_north/027_n00140_N.jpg,n00140,Park_Ave_East,south_to_north,W,27,N,True,,Park Avenue,avenue_canyon,f4,1,1.412711552612215,7,6.874529957382803,2,2.380351262349067,4,3.874095139607032,6,5.623807132094425,2,2.2294192724952135,6,5.81133240697854,6,6.163317613286857,6,5.775566502463054,2,1.7200303490136573,,,,145.173192,59.55989703987555,2.4374318831143387,2.4374318831143387,measured,0.865481352144763,0.8864193409445952,0.0569605749132198,1,7,2,4,6,2,6,6,6,1,0.5436,0.2568,0.1213,0.0307,0.0271,0.0128,0.0078,0.002,0.0025,0.0114,0.0129,0.051,0.1224,0.7978,0.1721,0.3644,0.2504,0.0921,0.0633,0.0435,0.0141,0.0914,0.1507,0.1707,0.1934,0.1707,0.1934,0.0297,0.0094,0.0255,0.0784,0.1007,0.2415,0.3982,0.1465,0.2441,0.3134,0.1678,0.0617,0.0792,0.0792,0.0545,0.0016,0.0072,0.0365,0.0683,0.1856,0.6477,0.0532,0.0012,0.0042,0.0243,0.0514,0.096,0.4877,0.3352,0.0082,0.0253,0.0778,0.0882,0.1648,0.5075,0.1283,0.4231,0.3295,0.1374,0.0394,0.0347,0.0271,0.0088
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/027_n00178_N.jpg,n00178,Park_Ave_Tunnel_Segment,south_to_north,W,27,N,True,,Park Avenue,avenue_canyon,f8,5,5.068661164603393,5,4.880096751900483,6,5.707246898039921,4,3.5632880698351115,6,5.630307979468036,5,5.4595167443832135,5,4.631968810916179,6,5.735139123102867,6,5.707154571545716,3,2.58649415101028,,,,38.325552,42.90453047533676,0.893275175730709,0.893275175730709,measured,20.30565012819664,0.840637354026148,0.0569517211734498,5,5,6,3,6,6,5,6,6,3,0.0008,0.0048,0.0406,0.2061,0.4362,0.2998,0.0116,0.0305,0.0444,0.1755,0.1549,0.2894,0.1989,0.1065,0.0011,0.0048,0.0314,0.0853,0.2627,0.5561,0.0586,0.0669,0.1819,0.2336,0.2062,0.1606,0.1417,0.0091,0.0089,0.0274,0.0745,0.1084,0.2294,0.4286,0.1228,0.0081,0.0319,0.1114,0.1263,0.2359,0.3433,0.1431,0.0128,0.0572,0.1763,0.2263,0.2565,0.2565,0.0145,0.0025,0.0126,0.0642,0.1359,0.1745,0.4744,0.1359,0.0089,0.0312,0.0961,0.1088,0.1584,0.4878,0.1088,0.2197,0.2489,0.2821,0.0916,0.0808,0.0629,0.014
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/027_n00235_N.jpg,n00235,Park_Ave_West,south_to_north,W,27,N,True,,Park Avenue,avenue_canyon,f10,3,2.7834297898263785,7,6.748862602365787,3,3.471833084947839,3,3.133381572600096,6,5.526661968522434,3,3.3415563578018452,5,5.007727652464495,6,5.857925329756316,6,5.874020442930154,2,1.9616602180794933,,,,150.612348,,,3.4856965692022204,radius_mean,0.9046600691119816,0.920833197128539,0.0462280751428541,3,7,3,2,6,3,6,6,6,1,0.2256,0.1757,0.3283,0.1369,0.083,0.0392,0.0112,0.0094,0.0107,0.0422,0.0328,0.0788,0.1667,0.6594,0.0454,0.1234,0.3355,0.2035,0.1585,0.1234,0.0101,0.0979,0.2662,0.2073,0.2073,0.1257,0.0864,0.0091,0.0037,0.0146,0.0576,0.122,0.2926,0.4257,0.0838,0.0714,0.1942,0.2493,0.1335,0.1512,0.1512,0.0491,0.0105,0.0416,0.1452,0.1864,0.2394,0.3483,0.0286,0.003,0.0135,0.0605,0.0998,0.1646,0.4473,0.2113,0.0031,0.0122,0.0482,0.0701,0.1484,0.587,0.131,0.365,0.2843,0.2214,0.0494,0.0385,0.0339,0.0076
"Murray Hill, Manhattan",Park_Ave_East/south_to_north/028_n00141_N.jpg,n00141,Park_Ave_East,south_to_north,W,28,N,True,,Park Avenue,avenue_canyon,f4,5,5.288317012070143,5,5.331081081081081,6,5.644630484988452,4,4.023553719008264,5,4.552913453299057,5,5.408557775847089,4,3.564255827854155,6,5.7172970368585885,6,5.699236925367579,3,2.5109686128923387,,,,145.173192,66.4701416874492,2.1840361448697108,2.1840361448697108,measured,12.224990032813388,0.907873306054098,0.0339920155658551,5,5,6,4,5,6,3,6,6,3,0.0007,0.003,0.0248,0.1258,0.4391,0.3875,0.0193,0.0283,0.0466,0.1437,0.0987,0.2368,0.209,0.2368,0.0015,0.0074,0.0483,0.0903,0.2781,0.5196,0.0548,0.0476,0.1295,0.1885,0.242,0.1885,0.1885,0.0155,0.0279,0.0859,0.206,0.1818,0.2334,0.2334,0.0316,0.0089,0.04,0.1232,0.1232,0.2302,0.3349,0.1396,0.0697,0.1673,0.2434,0.1673,0.1673,0.1673,0.0176,0.0041,0.0182,0.0817,0.1348,0.173,0.4151,0.173,0.0112,0.0343,0.0934,0.1058,0.1539,0.5373,0.0642,0.2308,0.2615,0.2963,0.0849,0.0661,0.0515,0.0089
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/028_n00179_N.jpg,n00179,Park_Ave_Tunnel_Segment,south_to_north,W,28,N,True,,Park Avenue,avenue_canyon,f6,3,2.951920214349509,6,5.756944444444445,3,3.3021111704970605,4,3.8736607142857142,6,5.784617456896552,3,3.1363106796116504,5,4.904040404040404,6,5.673917748917749,6,5.7764992254923655,2,2.1952841596130592,,,,19.5072,12.430208708452309,1.5693380905773109,1.5693380905773109,measured,1.4026438750740495,0.8741991659703148,0.075331153393304,3,7,3,4,6,3,6,6,6,1,0.14,0.2037,0.3359,0.1798,0.0962,0.0354,0.009,0.0273,0.0273,0.0953,0.0953,0.2018,0.2592,0.2937,0.0394,0.156,0.3742,0.2003,0.1377,0.0835,0.0088,0.0566,0.1539,0.1977,0.224,0.1977,0.1539,0.0162,0.0185,0.0305,0.0731,0.0828,0.1987,0.3712,0.2252,0.0836,0.2272,0.2575,0.1216,0.1378,0.1216,0.0507,0.0113,0.0448,0.1565,0.201,0.2277,0.3314,0.0272,0.0031,0.0179,0.0803,0.15,0.1699,0.462,0.1168,0.0136,0.0371,0.1008,0.1008,0.1295,0.4519,0.1662,0.3185,0.2481,0.2189,0.0627,0.0711,0.0627,0.018
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/028_n00236_N.jpg,n00236,Park_Ave_West,south_to_north,W,28,N,True,,Park Avenue,avenue_canyon,f10,2,2.4759965085830666,7,6.65407520843968,3,2.94572192513369,4,4.046697038724374,6,5.670619626445301,3,3.0705574912891986,5,4.991767934143473,6,5.893025641025641,6,5.782572090086298,1,1.3420156622403814,,,,168.696132,55.48188422867741,3.040562416818652,3.040562416818652,measured,0.8922334167607242,0.9017759926033986,0.051427352737023,2,7,3,4,6,3,6,6,6,1,0.1624,0.3437,0.3033,0.1116,0.0527,0.022,0.0043,0.0058,0.0095,0.0376,0.0376,0.1311,0.1908,0.5877,0.0736,0.257,0.374,0.1559,0.0835,0.0506,0.0053,0.0629,0.1331,0.1709,0.2195,0.1937,0.1937,0.0262,0.0314,0.0403,0.0853,0.0966,0.2046,0.3373,0.2046,0.0726,0.2533,0.287,0.1536,0.1196,0.0932,0.0208,0.0163,0.0569,0.1547,0.1547,0.2551,0.3276,0.0345,0.0018,0.0079,0.0453,0.096,0.1583,0.4875,0.2032,0.0099,0.0304,0.0826,0.0936,0.1543,0.4751,0.1543,0.5874,0.2449,0.0795,0.0258,0.0258,0.0258,0.0108
"Murray Hill, Manhattan",Park_Ave_East/south_to_north/029_n00142_N.jpg,n00142,Park_Ave_East,south_to_north,W,29,N,True,,Park Avenue,avenue_canyon,f4,4,3.863964593524342,7,6.593613537117904,5,4.666279069767442,3,3.1059980958425895,6,5.5990980834272825,4,4.061963190184049,4,3.925392670157068,5,5.113241461953265,6,5.5485001094810595,2,2.1095423563777995,,,,168.696132,42.248520170500896,3.9929477131790376,3.9929477131790376,measured,13.748322922131692,0.9339772823496966,0.0244054537346036,4,7,5,3,6,3,3,5,6,1,0.0061,0.0399,0.295,0.4293,0.179,0.0452,0.0054,0.0037,0.0078,0.031,0.0398,0.139,0.2291,0.5496,0.003,0.0218,0.1611,0.2656,0.301,0.2344,0.0132,0.0903,0.2166,0.3151,0.2166,0.1023,0.0548,0.0045,0.003,0.0118,0.0467,0.1271,0.269,0.4435,0.099,0.0122,0.0794,0.2771,0.2445,0.2158,0.1483,0.0227,0.0483,0.1487,0.2164,0.191,0.1685,0.2164,0.0108,0.0037,0.0274,0.1084,0.1577,0.3338,0.2946,0.0745,0.0074,0.0375,0.1155,0.1308,0.1904,0.4567,0.0618,0.3081,0.3081,0.2117,0.0687,0.0535,0.0417,0.0082
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/029_n00180_N.jpg,n00180,Park_Ave_Tunnel_Segment,south_to_north,W,29,N,True,,Park Avenue,avenue_canyon,f8,4,3.6424723561100087,5,5.201532115497938,4,4.355986365573072,4,3.889966273187184,6,5.529733959311424,4,4.224370779619399,5,5.371876165609847,6,5.867037605525709,6,5.735598963524018,2,2.4391047883414294,,,,38.325552,43.50490951165512,0.8809477465924265,0.8809477465924265,measured,14.424684478048809,0.844557217690739,0.0615908180937521,3,5,3,4,6,3,6,6,6,2,0.0155,0.0787,0.3527,0.3527,0.147,0.0477,0.0057,0.0102,0.0217,0.1102,0.1249,0.3394,0.2333,0.1603,0.0103,0.0593,0.2347,0.2347,0.2347,0.2071,0.0193,0.0467,0.1439,0.2093,0.2372,0.1847,0.163,0.0152,0.007,0.0216,0.0755,0.1245,0.2635,0.3834,0.1245,0.0363,0.1268,0.237,0.1629,0.1845,0.1845,0.0679,0.003,0.0151,0.087,0.1626,0.2681,0.4421,0.022,0.0017,0.0074,0.0485,0.1026,0.1493,0.5212,0.1692,0.0092,0.0283,0.0872,0.0988,0.1629,0.5017,0.1119,0.2244,0.2882,0.2543,0.0936,0.0729,0.0567,0.0099
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/029_n00237_N.jpg,n00237,Park_Ave_West,south_to_north,W,29,N,True,,Park Avenue,avenue_canyon,f10,3,2.5245607744711367,7,6.706565252201761,3,3.4783989834815756,3,3.4251123315027456,5,5.4232512953367875,4,4.071978021978023,5,4.558731808731809,6,5.723321067157314,6,5.866272626523827,2,1.781274433150899,,,,168.696132,42.50271571211539,3.969067133089409,3.969067133089409,measured,0.7763041078211775,0.9267355774224124,0.0452050395467114,1,7,3,2,6,3,6,6,6,1,0.3161,0.1692,0.2789,0.1163,0.0705,0.0333,0.0157,0.0089,0.0114,0.0452,0.0352,0.0958,0.1789,0.6245,0.0547,0.1312,0.3148,0.2164,0.1685,0.1022,0.0122,0.1072,0.2003,0.2003,0.2003,0.156,0.1215,0.0145,0.0034,0.0136,0.0537,0.1459,0.3088,0.3965,0.0781,0.0406,0.1418,0.2338,0.182,0.182,0.1607,0.0591,0.026,0.0909,0.1924,0.1924,0.1924,0.2799,0.026,0.0048,0.0191,0.0756,0.1246,0.1812,0.4348,0.1599,0.0036,0.0144,0.0571,0.0733,0.1551,0.5414,0.1551,0.4217,0.2558,0.1758,0.0504,0.0444,0.0392,0.0127
"Murray Hill, Manhattan",Park_Ave_East/south_to_north/030_n00143_N.jpg,n00143,Park_Ave_East,south_to_north,W,30,N,True,,Park Avenue,avenue_canyon,f4,3,2.9607105809128633,7,6.762148148148148,3,2.5103842159916927,4,3.940158465387823,5,5.052609776304888,3,2.5436648157496213,6,5.669382581930111,6,5.999481327800829,6,5.915152094891908,2,1.8568340538742933,,,,120.248172,48.39368628883891,2.484790501023126,2.484790501023126,measured,7.564143549713542,0.9433842946198304,0.0263471698261681,3,7,2,4,6,2,6,6,6,1,0.086,0.2339,0.3856,0.1821,0.0759,0.0316,0.0049,0.004,0.0066,0.0262,0.0262,0.0914,0.1707,0.675,0.1204,0.371,0.2889,0.0938,0.0645,0.0502,0.0112,0.0535,0.1455,0.1868,0.2398,0.2116,0.1455,0.0174,0.0254,0.061,0.1464,0.1464,0.2414,0.31,0.0692,0.1748,0.2882,0.1981,0.0826,0.106,0.0936,0.0568,0.0026,0.013,0.066,0.096,0.2302,0.5523,0.04,0.0015,0.0069,0.0396,0.0739,0.1381,0.482,0.258,0.004,0.0158,0.0624,0.0707,0.1321,0.5227,0.1923,0.3861,0.3007,0.1609,0.0523,0.0461,0.0407,0.0132
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/030_n00181_N.jpg,n00181,Park_Ave_Tunnel_Segment,south_to_north,W,30,N,True,,Park Avenue,avenue_canyon,f6,3,3.420124481327801,5,5.212081844754791,3,3.397767630644343,4,3.5266429840142095,5,5.257276320517427,3,3.3893328700486447,5,5.034691407825736,6,5.847145488029466,6,5.649528513695555,2,2.3093761400948556,,,,57.354216,18.8620468338948,3.040720686629586,3.040720686629586,measured,7.352918315016956,0.7951324751978623,0.0888857751952873,3,5,3,3,6,3,6,6,6,1,0.0316,0.1105,0.3856,0.3003,0.1252,0.0406,0.0062,0.0135,0.0324,0.1133,0.1283,0.3079,0.2398,0.1648,0.0286,0.1129,0.3942,0.2391,0.128,0.088,0.0093,0.0645,0.1987,0.2252,0.2252,0.1547,0.1205,0.0112,0.0095,0.0332,0.1024,0.1489,0.2783,0.3573,0.0704,0.05,0.1746,0.2878,0.1746,0.1541,0.12,0.039,0.0075,0.038,0.1327,0.193,0.2479,0.3606,0.0203,0.0023,0.0101,0.0515,0.109,0.1586,0.4887,0.1798,0.0173,0.0532,0.1276,0.0994,0.1446,0.4454,0.1126,0.2741,0.2741,0.2741,0.0785,0.054,0.0371,0.0083
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/030_n00238_N.jpg,n00238,Park_Ave_West,south_to_north,W,30,N,True,,Park Avenue,avenue_canyon,f10,2,1.7643912379011717,7,6.543595679012346,2,2.244635193133047,4,3.7637795275590555,6,5.947183098591549,2,2.1683937823834194,5,4.695066240292371,6,5.789509382771874,6,5.7518165304268845,1,1.3176256613756614,,,,168.696132,43.12505493362056,3.91178938228977,3.91178938228977,measured,1.2898594282817353,0.9036305612055116,0.0502756933430724,1,7,2,2,6,2,6,6,6,1,0.3926,0.3926,0.1275,0.0365,0.0284,0.0152,0.0072,0.0084,0.0122,0.0482,0.0482,0.1485,0.2161,0.5184,0.1628,0.4427,0.2091,0.0769,0.0467,0.0467,0.0151,0.084,0.1778,0.1778,0.1778,0.1778,0.1778,0.0273,0.0218,0.028,0.0592,0.0671,0.1824,0.3408,0.3007,0.2555,0.3281,0.155,0.0646,0.0732,0.0732,0.0503,0.0261,0.0805,0.1932,0.1705,0.2189,0.2811,0.0296,0.0026,0.0134,0.0678,0.1267,0.1627,0.4423,0.1844,0.0171,0.041,0.0983,0.0983,0.143,0.4404,0.162,0.6048,0.2225,0.0819,0.0266,0.0266,0.0266,0.0111
"Murray Hill, Manhattan",Park_Ave_Tunnel_Segment/south_to_north/031_n00182_N.jpg,n00182,Park_Ave_Tunnel_Segment,south_to_north,W,31,N,True,,Park Avenue,avenue_canyon,f8,3,2.9750203915171287,5,5.383457429588864,3,3.0434418382000956,4,4.274632670700086,5,4.959833795013851,3,2.9201616006156215,5,5.00531914893617,6,6.004652064353557,6,5.818448023426061,2,1.8379310344827589,,,,46.46980800000001,42.82552967493851,1.0850959311588884,1.0850959311588884,measured,4.565435764503249,0.8171186622104777,0.0832712366474168,3,5,3,4,6,2,6,6,6,1,0.0852,0.1804,0.4904,0.1804,0.0517,0.009,0.0029,0.0082,0.0224,0.1003,0.1003,0.3089,0.2726,0.1873,0.0726,0.1974,0.4178,0.1742,0.0932,0.0389,0.006,0.0402,0.1093,0.159,0.2314,0.2042,0.2314,0.0244,0.0266,0.0639,0.1533,0.1533,0.2527,0.2863,0.0639,0.1083,0.2599,0.2599,0.1083,0.1228,0.0956,0.0452,0.0117,0.0524,0.1615,0.1615,0.235,0.3419,0.036,0.0014,0.0057,0.033,0.0698,0.1304,0.5159,0.2437,0.0113,0.0308,0.0838,0.0838,0.1219,0.5464,0.1219,0.4009,0.2755,0.1671,0.0543,0.0479,0.0423,0.0121
"Murray Hill, Manhattan",Park_Ave_West/south_to_north/031_n00239_N.jpg,n00239,Park_Ave_West,south_to_north,W,31,N,True,,Park Avenue,avenue_canyon,f10,1,1.1178780700660766,7,6.656319290465632,2,2.4068292682926824,2,2.372168742921857,5,4.788421418636996,2,2.209066041422431,4,4.416704288939052,6,5.841017488076312,6,5.710928757926147,1,1.4728537828302626,,,,123.559824,43.77901871827648,2.822352524507758,2.822352524507758,measured,0.3470690358685454,0.918017297188533,0.0456454823099357,1,7,2,2,5,1,6,6,6,1,0.8021,0.0958,0.0513,0.013,0.0189,0.0089,0.0101,0.0107,0.0138,0.0545,0.0425,0.1019,0.1903,0.5863,0.2113,0.3075,0.2713,0.0881,0.0605,0.0416,0.0197,0.1891,0.3532,0.1891,0.1299,0.0788,0.0542,0.0057,0.0143,0.05,0.1359,0.224,0.2876,0.2538,0.0344,0.29,0.2559,0.1759,0.0733,0.0831,0.0647,0.0571,0.0206,0.0719,0.1954,0.2215,0.2215,0.251,0.0182,0.0038,0.0151,0.0596,0.1113,0.162,0.4403,0.208,0.0087,0.0302,0.0932,0.1056,0.1536,0.5362,0.0726,0.5102,0.2731,0.129,0.0326,0.0254,0.0224,0.0073
